Year,Exam_Date,Name,Category,Sex,State,Maths_Marks,Physics_Marks,Chemistry_Marks,Total_Marks,Rank,Percentile
2014,2014-04-21,Ekaraj Vig,General,M,Rajasthan,93,71,99,263,23,86.82634730538922
2014,2014-04-16,Nandini Saxena,General,M,Tamil Nadu,66,38,88,192,94,44.311377245508986
2014,2014-04-16,Chavvi Suri,Reserved,F,Bihar,77,75,44,196,76,48.630136986301366
2014,2014-04-20,Tara Subramaniam,General,F,Madhya Pradesh,74,79,42,195,91,46.10778443113772
2014,2014-04-21,Aryan Garg,General,M,Karnataka,77,68,53,198,88,47.90419161676647
2014,2014-04-17,Nachiket Nagi,General,F,Tamil Nadu,79,47,42,168,118,29.940119760479046
2014,2014-04-19,Ishani Mistry,General,M,Maharashtra,99,41,94,234,52,69.46107784431138
2014,2014-04-18,Anika Raghavan,General,M,Rajasthan,45,66,65,176,110,34.73053892215569
2014,2014-04-20,Peter Tank,General,M,Karnataka,71,57,78,206,80,52.694610778443106
2014,2014-04-18,Ekta Raja,Reserved,M,West Bengal,55,83,77,215,57,61.64383561643836
2014,2014-04-17,Isha Pandey,General,F,Uttar Pradesh,67,81,72,220,66,61.07784431137724
2014,2014-04-21,Noah Sharma,Reserved,M,Maharashtra,55,71,35,161,111,24.65753424657534
2014,2014-04-21,Yatan Gour,General,M,West Bengal,66,82,97,245,41,76.04790419161677
2014,2014-04-18,Ryan Kakar,General,F,Rajasthan,92,63,43,198,88,47.90419161676647
2014,2014-04-19,Bishakha Loke,General,M,Maharashtra,42,71,59,172,114,32.33532934131736
2014,2014-04-21,Upkaar Nadig,General,F,Tamil Nadu,88,57,37,182,104,38.32335329341318
2014,2014-04-19,Kritika Keer,Reserved,M,Maharashtra,60,72,83,215,57,61.64383561643836
2014,2014-04-15,Yashvi Bali,General,M,Rajasthan,77,78,95,250,36,79.04191616766467
2014,2014-04-16,Girish Kakar,General,M,Maharashtra,77,39,33,149,137,18.562874251497007
2014,2014-04-18,Tripti Murty,Reserved,M,Bihar,69,86,89,244,28,81.5068493150685
2014,2014-04-21,Advik Murthy,Reserved,F,Gujarat,61,74,82,217,55,63.01369863013699
2014,2014-04-19,Indira Issac,Reserved,M,West Bengal,58,45,44,147,125,15.068493150684937
2014,2014-04-21,Dayamai Ramachandran,Reserved,F,Madhya Pradesh,70,36,30,136,135,8.21917808219178
2014,2014-04-16,Neha Bava,General,F,Gujarat,59,69,51,179,107,36.52694610778443
2014,2014-04-16,Dayamai Dave,Reserved,F,Rajasthan,86,79,44,209,63,57.53424657534247
2014,2014-04-15,Kiaan Varma,General,M,Karnataka,58,83,51,192,94,44.311377245508986
2014,2014-04-16,Daksha Dada,Reserved,F,Bihar,41,69,79,189,83,43.83561643835616
2014,2014-04-16,Avni Kota,Reserved,F,West Bengal,79,66,77,222,50,66.43835616438356
2014,2014-04-20,Thomas Rana,General,F,Rajasthan,78,73,80,231,55,67.66467065868264
2014,2014-04-17,Ryan Nadkarni,Reserved,M,West Bengal,66,82,46,194,78,47.26027397260274
2014,2014-04-21,Tejas Chandra,General,M,Maharashtra,47,71,80,198,88,47.90419161676647
2014,2014-04-15,Ekiya Prakash,General,F,Andhra Pradesh,84,94,66,244,42,75.44910179640718
2014,2014-04-15,Nathaniel Sarna,General,F,Tamil Nadu,93,38,78,209,77,54.49101796407185
2014,2014-04-18,Yashodhara Vyas,Reserved,M,Gujarat,66,57,88,211,61,58.9041095890411
2014,2014-04-16,Jeevika Saran,General,F,Maharashtra,54,48,39,141,145,13.772455089820356
2014,2014-04-18,Nathan Narang,General,F,Uttar Pradesh,51,39,59,149,137,18.562874251497007
2014,2014-04-20,Gaurav Nanda,General,F,Karnataka,86,100,50,236,50,70.65868263473054
2014,2014-04-19,Umang Barman,Reserved,M,Uttar Pradesh,53,58,63,174,98,33.56164383561644
2014,2014-04-16,Nachiket Pandit,General,F,Uttar Pradesh,46,52,79,177,109,35.32934131736527
2014,2014-04-19,Pranit Kapoor,Reserved,F,Bihar,56,61,76,193,79,46.57534246575342
2014,2014-04-17,Advaith Iyer,Reserved,M,Madhya Pradesh,65,58,35,158,114,22.602739726027398
2014,2014-04-20,Tara Ghosh,General,F,Gujarat,76,63,79,218,68,59.88023952095809
2014,2014-04-16,Champak Kaur,General,M,Andhra Pradesh,59,45,92,196,90,46.706586826347305
2014,2014-04-18,Christopher Iyer,Reserved,M,Maharashtra,49,52,41,142,129,12.328767123287676
2014,2014-04-18,Chavvi Bedi,Reserved,M,Uttar Pradesh,58,38,70,166,106,28.08219178082192
2014,2014-04-16,Wyatt Kannan,Reserved,F,Uttar Pradesh,57,67,60,184,88,40.410958904109584
2014,2014-04-21,Zaid Bath,General,F,Karnataka,69,76,31,176,110,34.73053892215569
2014,2014-04-18,Kiaan Pradhan,Reserved,F,Andhra Pradesh,69,66,45,180,92,37.671232876712324
2014,2014-04-21,Pahal Luthra,General,F,Andhra Pradesh,64,85,30,179,107,36.52694610778443
2014,2014-04-16,Noah Sha,General,F,Andhra Pradesh,63,38,33,134,151,10.179640718562876
2014,2014-04-15,Jackson Loke,Reserved,F,Maharashtra,49,54,76,179,93,36.986301369863014
2014,2014-04-18,Banjeet Vasa,General,F,Gujarat,41,96,94,231,55,67.66467065868264
2014,2014-04-21,Vidhi Ravel,Reserved,F,Gujarat,77,92,81,250,22,85.61643835616438
2014,2014-04-16,Balendra Sant,General,M,Maharashtra,71,81,76,228,58,65.86826347305389
2014,2014-04-16,Yadavi Barad,Reserved,F,Bihar,74,93,79,246,26,82.87671232876713
2014,2014-04-21,Ansh Dubey,General,F,Maharashtra,90,40,74,204,82,51.49700598802396
2014,2014-04-18,Vrishti Purohit,General,M,Tamil Nadu,76,74,71,221,65,61.67664670658682
2014,2014-04-15,Wakeeta Savant,Reserved,F,Rajasthan,46,57,85,188,84,43.150684931506845
2014,2014-04-18,Bhavya Virk,General,M,Tamil Nadu,46,86,100,232,54,68.26347305389223
2014,2014-04-16,Advika Vora,General,F,Bihar,66,38,86,190,96,43.113772455089816
2014,2014-04-15,Naksh Bir,Reserved,F,Bihar,49,71,62,182,90,39.04109589041096
2014,2014-04-19,Upma Solanki,General,M,Maharashtra,72,76,57,205,81,52.09580838323353
2014,2014-04-17,Harish Dave,Reserved,M,Maharashtra,82,78,73,233,39,73.97260273972603
2014,2014-04-18,Vinaya De,General,F,Madhya Pradesh,94,76,85,255,31,82.03592814371258
2014,2014-04-20,Damini Bora,General,M,Karnataka,46,63,73,182,104,38.32335329341318
2014,2014-04-16,Meera Soman,Reserved,F,Tamil Nadu,45,53,63,161,111,24.65753424657534
2014,2014-04-15,Champak Kumar,General,F,Gujarat,45,66,43,154,132,21.556886227544915
2014,2014-04-21,Pooja Nazareth,General,F,Madhya Pradesh,52,78,97,227,59,65.2694610778443
2014,2014-04-21,Harshil Yadav,General,F,Andhra Pradesh,87,89,58,234,52,69.46107784431138
2014,2014-04-21,Rushil Chandran,Reserved,F,West Bengal,52,39,46,137,134,8.904109589041099
2014,2014-04-15,Dakshesh Bal,General,F,Gujarat,41,80,38,159,127,24.55089820359282
2014,2014-04-19,Zaitra Shah,General,M,Andhra Pradesh,58,79,56,193,93,44.91017964071856
2014,2014-04-18,Unni Sibal,General,M,Madhya Pradesh,90,55,78,223,63,62.874251497005986
2014,2014-04-20,Kritika Wable,General,M,Uttar Pradesh,100,56,66,222,64,62.27544910179641
2014,2014-04-21,Ishaan Bahri,General,F,Madhya Pradesh,58,64,57,179,107,36.52694610778443
2014,2014-04-15,Manya Merchant,General,M,Madhya Pradesh,89,57,79,225,61,64.07185628742515
2014,2014-04-21,Geetika Deep,General,F,Madhya Pradesh,96,39,84,219,67,60.47904191616767
2014,2014-04-19,Michael Kanda,General,M,Maharashtra,77,97,33,207,79,53.293413173652695
2014,2014-04-16,Jasmit Balan,General,F,Tamil Nadu,41,93,48,182,104,38.32335329341318
2014,2014-04-21,Megha Anne,General,F,Madhya Pradesh,90,86,66,242,44,74.25149700598803
2014,2014-04-19,Kalpit Venkatesh,General,F,Maharashtra,65,99,33,197,89,47.30538922155688
2014,2014-04-18,Onveer Kalla,Reserved,F,Andhra Pradesh,45,73,66,184,88,40.410958904109584
2014,2014-04-21,Atharv Bera,General,F,Karnataka,59,37,80,176,110,34.73053892215569
2014,2014-04-19,Samaksh Char,General,M,Tamil Nadu,62,76,61,199,87,48.50299401197605
2014,2014-04-15,Krisha Kade,General,F,Andhra Pradesh,93,61,74,228,58,65.86826347305389
2014,2014-04-15,Januja Kale,General,M,Bihar,54,62,41,157,129,23.35329341317365
2014,2014-04-17,Faraj Sane,Reserved,F,Gujarat,45,88,70,203,69,53.42465753424658
2014,2014-04-19,Tanay Sagar,Reserved,F,West Bengal,67,49,85,201,71,52.05479452054795
2014,2014-04-16,Teerth Rau,General,F,Bihar,74,87,43,204,82,51.49700598802396
2014,2014-04-21,Dayamai Nigam,General,M,Rajasthan,50,38,83,171,115,31.73652694610778
2014,2014-04-20,Upadhriti Chahal,General,F,Karnataka,47,51,92,190,96,43.113772455089816
2014,2014-04-20,Advaith Kaur,General,M,Rajasthan,96,68,94,258,28,83.8323353293413
2014,2014-04-18,Jackson Sur,Reserved,F,Uttar Pradesh,93,40,87,220,52,65.06849315068493
2014,2014-04-17,Aradhana Chand,General,M,Uttar Pradesh,89,70,50,209,77,54.49101796407185
2014,2014-04-19,Warinder Chhabra,General,M,Madhya Pradesh,88,73,33,194,92,45.50898203592815
2014,2014-04-16,Yatin Sampath,General,M,Karnataka,90,100,75,265,21,88.02395209580838
2014,2014-04-17,Divya Bobal,Reserved,F,Andhra Pradesh,90,42,41,173,99,32.87671232876712
2014,2014-04-15,Jyoti Sarna,General,F,Bihar,63,49,59,171,115,31.73652694610778
2014,2014-04-18,Jeremiah Sastry,Reserved,M,Karnataka,60,97,89,246,26,82.87671232876713
2014,2014-04-21,Bahadurjit Vaidya,General,F,Bihar,88,99,100,287,1,100.0
2014,2014-04-21,Anay Menon,General,F,West Bengal,98,93,94,285,3,98.80239520958084
2014,2014-04-21,Yachana Chawla,Reserved,F,Andhra Pradesh,75,44,43,162,110,25.34246575342466
2014,2014-04-19,Shaurya Shetty,General,M,Rajasthan,46,41,73,160,126,25.149700598802394
2014,2014-04-20,Sarthak Sem,General,M,Bihar,44,46,55,145,141,16.167664670658688
2014,2014-04-16,Jeevika Doctor,General,F,West Bengal,97,80,45,222,64,62.27544910179641
2014,2014-04-21,Sara Pai,General,M,Karnataka,68,66,36,170,116,31.137724550898206
2014,2014-04-21,Michael Shan,General,F,West Bengal,55,66,61,182,104,38.32335329341318
2014,2014-04-15,Abeer Sahota,Reserved,F,Gujarat,45,95,45,185,87,41.0958904109589
2014,2014-04-17,Farhan Babu,General,M,West Bengal,53,95,91,239,47,72.45508982035929
2014,2014-04-21,Chaman Sagar,Reserved,M,West Bengal,97,80,59,236,36,76.02739726027397
2014,2014-04-18,Nandini Pandit,General,F,Madhya Pradesh,91,89,100,280,6,97.0059880239521
2014,2014-04-17,Brijesh Oza,General,F,Uttar Pradesh,41,35,41,117,165,1.7964071856287456
2014,2014-04-20,Arjun Dyal,General,F,Rajasthan,64,83,96,243,43,74.8502994011976
2014,2014-04-17,Dayita Ratta,Reserved,M,Gujarat,70,59,75,204,68,54.10958904109589
2014,2014-04-16,Nathaniel Grover,Reserved,M,Gujarat,89,50,72,211,61,58.9041095890411
2014,2014-04-15,Zaitra Panchal,Reserved,F,Uttar Pradesh,89,47,84,220,52,65.06849315068493
2014,2014-04-19,Omisha Char,General,F,Tamil Nadu,52,86,74,212,74,56.287425149700596
2014,2014-04-16,Riya Munshi,General,M,Bihar,99,70,89,258,28,83.8323353293413
2014,2014-04-20,Kritika Devan,General,F,West Bengal,57,78,100,235,51,70.05988023952096
2014,2014-04-18,Widisha Muni,Reserved,M,Karnataka,56,81,61,198,74,50.0
2014,2014-04-20,Chatura Mital,General,M,West Bengal,84,54,37,175,111,34.13173652694611
2014,2014-04-20,Mohini Mani,General,F,Karnataka,67,52,91,210,76,55.08982035928144
2014,2014-04-17,Abha Kar,General,F,West Bengal,51,88,49,188,98,41.91616766467065
2014,2014-04-18,Yashawini Morar,General,M,Gujarat,74,46,47,167,119,29.34131736526946
2014,2014-04-16,Tanmayi Rastogi,General,F,Tamil Nadu,61,59,35,155,131,22.15568862275449
2014,2014-04-20,Zilmil Oak,Reserved,M,Uttar Pradesh,78,94,58,230,42,71.91780821917808
2014,2014-04-16,Manbir Sahni,General,M,Andhra Pradesh,40,68,33,141,145,13.772455089820356
2014,2014-04-21,Yashica Subramanian,Reserved,M,Maharashtra,76,47,100,223,49,67.12328767123287
2014,2014-04-21,Warinder Puri,Reserved,F,Rajasthan,60,72,72,204,68,54.10958904109589
2014,2014-04-21,Anusha Taneja,General,F,Andhra Pradesh,40,46,63,149,137,18.562874251497007
2014,2014-04-19,Vedant Tank,General,F,Rajasthan,43,70,100,213,73,56.88622754491017
2014,2014-04-17,Anirudh Dey,General,M,Bihar,71,62,62,195,91,46.10778443113772
2014,2014-04-16,Irya Kala,Reserved,M,Uttar Pradesh,97,73,44,214,58,60.95890410958904
2014,2014-04-21,Mitali Om,General,M,Karnataka,40,77,69,186,100,40.7185628742515
2014,2014-04-21,Gaurang Deol,General,M,Andhra Pradesh,52,65,34,151,135,19.760479041916167
2014,2014-04-18,Advik Chauhan,General,F,Andhra Pradesh,85,36,79,200,86,49.101796407185624
2014,2014-04-20,Raksha Deep,General,F,Rajasthan,86,76,95,257,29,83.23353293413174
2014,2014-04-21,Tanay Talwar,General,F,Andhra Pradesh,56,65,83,204,82,51.49700598802396
2014,2014-04-19,Jagrati Halder,General,M,Karnataka,51,95,75,221,65,61.67664670658682
2014,2014-04-18,Yash Saraf,Reserved,M,Uttar Pradesh,46,90,40,176,96,34.93150684931506
2014,2014-04-17,Prisha Barad,Reserved,F,Bihar,94,48,78,220,52,65.06849315068493
2014,2014-04-19,Jack Zachariah,General,M,Maharashtra,90,48,52,190,96,43.113772455089816
2014,2014-04-19,Riya Dugar,General,F,Uttar Pradesh,94,63,84,241,45,73.65269461077844
2014,2014-04-19,Ira Butala,Reserved,M,Madhya Pradesh,42,84,34,160,112,23.972602739726025
2014,2014-04-20,Vihaan Baria,General,M,Bihar,89,84,93,266,20,88.62275449101796
2014,2014-04-21,Adweta Gala,Reserved,M,Andhra Pradesh,65,97,64,226,46,69.17808219178082
2014,2014-04-15,Gavin Chokshi,General,M,Karnataka,70,99,98,267,19,89.22155688622755
2014,2014-04-19,Ekiya Datta,General,M,Tamil Nadu,75,45,83,203,83,50.898203592814376
2014,2014-04-18,Dev Krishna,General,F,Andhra Pradesh,65,48,32,145,141,16.167664670658688
2014,2014-04-18,Deepa Sidhu,General,F,Gujarat,42,37,35,114,166,1.19760479041916
2014,2014-04-17,Charles Tata,Reserved,F,Gujarat,83,42,85,210,62,58.21917808219178
2014,2014-04-16,Jack Kota,General,M,Tamil Nadu,94,77,31,202,84,50.29940119760479
2014,2014-04-16,Naksh Bhalla,General,F,Maharashtra,67,43,67,177,109,35.32934131736527
2014,2014-04-15,Warda Kota,General,F,Gujarat,83,53,85,221,65,61.67664670658682
2014,2014-04-20,Chameli Datta,Reserved,M,Maharashtra,56,46,34,136,135,8.21917808219178
2014,2014-04-21,Vedant Karan,General,M,Bihar,77,61,75,213,73,56.88622754491017
2014,2014-04-20,Wishi Singhal,Reserved,F,Tamil Nadu,86,92,40,218,54,63.6986301369863
2014,2014-04-21,Darika Ganesan,General,F,Maharashtra,69,59,94,222,64,62.27544910179641
2014,2014-04-19,Upkaar Thakkar,General,F,Madhya Pradesh,41,79,39,159,127,24.55089820359282
2014,2014-04-21,Harsh Dutt,Reserved,F,Maharashtra,47,82,70,199,73,50.68493150684932
2014,2014-04-15,Jacob Walla,General,F,West Bengal,53,84,73,210,76,55.08982035928144
2014,2014-04-17,Falan Rajan,General,M,Bihar,76,78,62,216,70,58.68263473053892
2014,2014-04-17,Anay Kade,General,F,Madhya Pradesh,74,93,85,252,34,80.23952095808383
2014,2014-04-16,Girindra Hayre,General,F,Tamil Nadu,81,67,41,189,97,42.51497005988024
2014,2014-04-17,Inaya Bahl,General,F,Rajasthan,78,62,31,171,115,31.73652694610778
2014,2014-04-19,Yagnesh Sundaram,General,F,Andhra Pradesh,50,52,30,132,153,8.982035928143716
2014,2014-04-18,Kavya Sandal,General,F,Karnataka,54,89,94,237,49,71.25748502994011
2014,2014-04-17,Mason Mangal,General,F,Gujarat,41,67,62,170,116,31.137724550898206
2014,2014-04-15,Matthew Raval,General,M,West Bengal,76,49,65,190,96,43.113772455089816
2014,2014-04-19,Samar Chaudhuri,General,M,West Bengal,82,95,50,227,59,65.2694610778443
2014,2014-04-17,Raagini Bhandari,Reserved,M,Rajasthan,71,45,65,181,91,38.35616438356164
2014,2014-04-20,Idika Swamy,Reserved,F,Andhra Pradesh,79,70,55,204,68,54.10958904109589
2014,2014-04-21,Ekaja Roy,General,F,Andhra Pradesh,52,49,76,177,109,35.32934131736527
2014,2014-04-17,Avni Babu,General,M,Gujarat,82,87,30,199,87,48.50299401197605
2014,2014-04-20,Hitesh Ravi,Reserved,F,Maharashtra,56,96,67,219,53,64.38356164383562
2014,2014-04-19,Imaran Batra,General,F,Tamil Nadu,54,82,43,179,107,36.52694610778443
2014,2014-04-17,Ucchal Saran,General,F,Andhra Pradesh,72,49,75,196,90,46.706586826347305
2014,2014-04-20,Sara Mann,Reserved,M,Andhra Pradesh,90,97,71,258,16,89.72602739726028
2014,2014-04-18,Lipika Balay,General,M,Karnataka,55,77,36,168,118,29.940119760479046
2014,2014-04-16,Bishakha Deol,General,M,Madhya Pradesh,90,84,84,258,28,83.8323353293413
2014,2014-04-19,Lakshmi Comar,Reserved,F,Madhya Pradesh,52,94,85,231,41,72.6027397260274
2014,2014-04-20,Ubika Wable,General,M,Karnataka,94,93,92,279,7,96.40718562874252
2014,2014-04-15,Hamsini Varughese,General,M,Uttar Pradesh,61,49,53,163,123,26.94610778443114
2014,2014-04-17,Daniel Gill,General,M,Tamil Nadu,62,63,33,158,128,23.952095808383234
2014,2014-04-20,Dayamai Krish,General,F,Andhra Pradesh,75,74,71,220,66,61.07784431137724
2014,2014-04-21,Hemani Pathak,Reserved,M,Gujarat,82,65,99,246,26,82.87671232876713
2014,2014-04-20,Krishna Karan,General,M,Tamil Nadu,89,45,57,191,95,43.712574850299404
2014,2014-04-20,Dayamai Sarma,General,F,Rajasthan,89,96,69,254,32,81.437125748503
2014,2014-04-21,Bhanumati Dani,Reserved,M,West Bengal,49,42,80,171,101,31.506849315068497
2014,2014-04-16,Nidra Halder,General,F,Andhra Pradesh,56,85,58,199,87,48.50299401197605
2014,2014-04-21,Nisha Varty,General,F,Uttar Pradesh,69,91,71,231,55,67.66467065868264
2014,2014-04-21,Matthew Mital,General,M,Gujarat,52,38,98,188,98,41.91616766467065
2014,2014-04-15,Manan Naidu,General,M,Tamil Nadu,69,70,34,173,113,32.93413173652695
2014,2014-04-21,Vasana Bobal,General,M,Bihar,96,53,70,219,67,60.47904191616767
2014,2014-04-15,Wakeeta Choudhary,Reserved,F,West Bengal,85,58,90,233,39,73.97260273972603
2014,2014-04-18,Forum Bir,Reserved,M,Andhra Pradesh,69,75,84,228,44,70.54794520547945
2014,2014-04-21,Jacob Lalla,General,M,Tamil Nadu,46,83,57,186,100,40.7185628742515
2014,2014-04-16,Suhani Bhagat,General,M,Tamil Nadu,49,80,70,199,87,48.50299401197605
2014,2014-04-21,Chaitanya Bhattacharyya,General,F,Gujarat,74,70,38,182,104,38.32335329341318
2014,2014-04-20,Jairaj Aurora,General,F,West Bengal,41,44,58,143,143,14.970059880239518
2014,2014-04-19,Indira Goyal,General,F,Madhya Pradesh,69,41,67,177,109,35.32934131736527
2014,2014-04-16,Hemal Pall,Reserved,M,Madhya Pradesh,58,46,91,195,77,47.945205479452056
2014,2014-04-21,Ayush Ganesh,General,M,Bihar,78,82,83,243,43,74.8502994011976
2014,2014-04-16,Saksham Gaba,General,F,Maharashtra,76,71,81,228,58,65.86826347305389
2014,2014-04-15,Jairaj Pandya,General,M,Karnataka,99,70,63,232,54,68.26347305389223
2014,2014-04-18,Urvi Kibe,General,M,Andhra Pradesh,42,94,66,202,84,50.29940119760479
2014,2014-04-18,Siddharth Dixit,General,F,Gujarat,64,42,78,184,102,39.52095808383233
2014,2014-04-16,Nimrat Handa,General,F,Andhra Pradesh,73,41,71,185,101,40.11976047904192
2014,2014-04-16,Osha Bobal,General,F,Gujarat,94,77,43,214,72,57.48502994011976
2014,2014-04-21,Ansh Srinivas,General,M,Madhya Pradesh,97,92,62,251,35,79.64071856287424
2014,2014-04-17,Christopher Barman,General,M,Gujarat,61,80,46,187,99,41.31736526946108
2014,2014-04-20,Kashvi Kashyap,General,M,West Bengal,77,68,61,206,80,52.694610778443106
2014,2014-04-15,Vasana Grover,General,F,Maharashtra,53,56,97,206,80,52.694610778443106
2014,2014-04-20,Hitesh Som,Reserved,F,Bihar,78,55,68,201,71,52.05479452054795
2014,2014-04-19,Vedhika Shanker,General,M,Uttar Pradesh,93,49,39,181,105,37.72455089820359
2014,2014-04-19,Wahab Pall,General,F,Madhya Pradesh,41,39,53,133,152,9.58083832335329
2014,2014-04-18,Lavanya Sur,General,F,Uttar Pradesh,71,51,87,209,77,54.49101796407185
2014,2014-04-15,Timothy Joshi,Reserved,M,Uttar Pradesh,82,53,98,233,39,73.97260273972603
2014,2014-04-20,Utkarsh Ramesh,General,F,Rajasthan,92,39,93,224,62,63.47305389221557
2014,2014-04-18,Vamakshi Suresh,General,M,Maharashtra,42,57,48,147,139,17.365269461077848
2014,2014-04-19,Pranav Kapadia,General,F,Karnataka,80,48,37,165,121,28.143712574850298
2014,2014-04-16,Januja Taneja,General,M,Tamil Nadu,47,44,100,191,95,43.712574850299404
2014,2014-04-15,Udarsh Chahal,General,F,West Bengal,65,65,69,199,87,48.50299401197605
2014,2014-04-15,Aahana Chanda,General,M,Gujarat,71,47,42,160,126,25.149700598802394
2014,2014-04-20,Zansi Kulkarni,Reserved,F,Andhra Pradesh,50,56,56,162,110,25.34246575342466
2014,2014-04-21,Meera Subramanian,General,F,Karnataka,89,71,31,191,95,43.712574850299404
2014,2014-04-17,Qadim Banik,General,F,Andhra Pradesh,40,73,45,158,128,23.952095808383234
2014,2014-04-20,Tamanna Sinha,General,F,Bihar,54,44,43,141,145,13.772455089820356
2014,2014-04-16,Lakshmi Aggarwal,General,F,Bihar,43,65,46,154,132,21.556886227544915
2014,2014-04-21,Forum Singh,General,M,West Bengal,43,77,89,209,77,54.49101796407185
2014,2014-04-21,Idika Mody,Reserved,M,Gujarat,67,70,99,236,36,76.02739726027397
2014,2014-04-21,Jhalak Bassi,Reserved,M,Gujarat,49,69,46,164,108,26.71232876712328
2014,2014-04-16,Diya Bakshi,General,F,Madhya Pradesh,50,89,74,213,73,56.88622754491017
2014,2014-04-18,Yutika Babu,General,M,Gujarat,89,81,67,237,49,71.25748502994011
2014,2014-04-15,Jatin Kala,General,F,Tamil Nadu,62,40,93,195,91,46.10778443113772
2014,2014-04-18,Pallavi Agate,General,F,Karnataka,100,62,35,197,89,47.30538922155688
2014,2014-04-16,Omaja Thakur,General,M,Karnataka,86,64,89,239,47,72.45508982035929
2014,2014-04-17,Akshay Garde,Reserved,M,Andhra Pradesh,42,61,78,181,91,38.35616438356164
2014,2014-04-15,Vedhika Deo,Reserved,F,Rajasthan,78,73,50,201,71,52.05479452054795
2014,2014-04-16,Harrison Nadkarni,General,F,West Bengal,78,69,52,199,87,48.50299401197605
2014,2014-04-17,Dominic Pal,General,M,West Bengal,56,78,86,220,66,61.07784431137724
2014,2014-04-20,Tanmayi Verma,General,M,Tamil Nadu,61,49,93,203,83,50.898203592814376
2014,2014-04-19,Noah Prabhakar,General,F,Gujarat,91,66,58,215,71,58.08383233532935
2014,2014-04-21,Victor Palla,General,F,Rajasthan,66,63,56,185,101,40.11976047904192
2014,2014-04-16,Aarna Ramesh,General,M,Madhya Pradesh,95,97,35,227,59,65.2694610778443
2014,2014-04-19,Ayushman Butala,General,F,Madhya Pradesh,55,40,50,145,141,16.167664670658688
2014,2014-04-18,Ati Koshy,General,F,Karnataka,55,61,100,216,70,58.68263473053892
2014,2014-04-19,Charan Ahluwalia,General,M,Tamil Nadu,79,62,70,211,75,55.68862275449102
2014,2014-04-16,Nachiket Narayan,Reserved,M,Uttar Pradesh,42,39,34,115,145,1.3698630136986356
2014,2014-04-19,Wridesh Bahl,General,F,Uttar Pradesh,91,75,44,210,76,55.08982035928144
2014,2014-04-21,Dhriti Pingle,General,F,Gujarat,86,90,50,226,60,64.67065868263472
2014,2014-04-15,Azaan Kapadia,General,M,Karnataka,72,88,87,247,39,77.24550898203593
2014,2014-04-16,Anirudh Pillai,General,F,Tamil Nadu,81,52,33,166,120,28.742514970059887
2014,2014-04-17,Urishilla Uppal,General,M,Uttar Pradesh,41,77,98,216,70,58.68263473053892
2014,2014-04-19,Harish Gour,General,F,Maharashtra,78,63,36,177,109,35.32934131736527
2014,2014-04-15,Utkarsh Sankar,General,M,Andhra Pradesh,85,44,64,193,93,44.91017964071856
2014,2014-04-21,Ansh Kanda,General,F,Bihar,87,40,65,192,94,44.311377245508986
2014,2014-04-18,Sai Mukhopadhyay,Reserved,F,Andhra Pradesh,66,38,44,148,124,15.753424657534243
2014,2014-04-18,Urvashi Magar,General,F,Bihar,99,68,31,198,88,47.90419161676647
2014,2014-04-21,Peter Sura,General,M,Maharashtra,54,67,86,207,79,53.293413173652695
2014,2014-04-19,Ladli Prasad,General,M,Maharashtra,46,38,34,118,164,2.39520958083832
2014,2014-04-18,Bina Bajaj,General,M,Tamil Nadu,84,78,100,262,24,86.22754491017965
2014,2014-04-17,Jason Dua,Reserved,F,Rajasthan,96,65,61,222,50,66.43835616438356
2014,2014-04-16,Raksha Barad,General,F,West Bengal,81,100,70,251,35,79.64071856287424
2014,2014-04-15,Indira Maharaj,General,M,Uttar Pradesh,48,92,71,211,75,55.68862275449102
2014,2014-04-20,Indrajit Kapadia,General,M,Tamil Nadu,80,94,94,268,18,89.82035928143712
2015,2015-04-21,Hritik Banerjee,General,M,Karnataka,79,40,82,201,85,48.78048780487805
2015,2015-04-17,Orinder Dua,Reserved,F,Bihar,99,80,47,226,52,65.3061224489796
2015,2015-04-18,Advay Bali,General,M,West Bengal,63,95,98,256,30,82.31707317073172
2015,2015-04-20,Madhav Kashyap,Reserved,F,Andhra Pradesh,93,77,77,247,31,79.59183673469387
2015,2015-04-16,Watika More,Reserved,M,West Bengal,48,90,38,176,102,31.292517006802722
2015,2015-04-19,Jatin Koshy,General,M,Maharashtra,85,54,83,222,64,61.58536585365854
2015,2015-04-21,Zaid Gulati,Reserved,F,Rajasthan,59,81,64,204,74,50.34013605442177
2015,2015-04-21,Rajata Guha,Reserved,F,West Bengal,44,88,75,207,71,52.38095238095239
2015,2015-04-21,Yadavi Karpe,Reserved,M,West Bengal,59,75,30,164,113,23.809523809523814
2015,2015-04-15,Tara Manda,General,M,Karnataka,60,100,70,230,56,66.46341463414633
2015,2015-04-20,Jeet Jha,Reserved,F,Tamil Nadu,41,65,61,167,110,25.850340136054417
2015,2015-04-20,Yash Virk,General,M,Tamil Nadu,60,98,69,227,59,64.63414634146342
2015,2015-04-17,Hemangini Issac,Reserved,F,Gujarat,81,92,40,213,65,56.4625850340136
2015,2015-04-15,Meera Nadig,General,M,West Bengal,63,89,91,243,43,74.39024390243902
2015,2015-04-21,Aadi Ramesh,General,F,Gujarat,48,80,75,203,83,50.0
2015,2015-04-20,Warhi Tandon,General,M,Uttar Pradesh,78,58,77,213,73,56.09756097560976
